title,url,video_id,upload_date,duration,duration_seconds,view_count,like_count,description,tags,category,uploader,channel_id,transcript
2023 08 11 User Attributes,https://www.youtube.com/watch?v=ti6tuFVtNUA,ti6tuFVtNUA,2025-01-30,04:58,298,32,0,Eli shows off new user attributes in Omni for row level access control for deeper customization of the dashboard and content experience via the data model.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-18 Calc Magic,https://www.youtube.com/watch?v=lgokgPpEcp0,lgokgPpEcp0,2025-01-30,05:01,301,31,0,"Jonny gives us a look at the new split query plans that will make calculations robust enough to fast, instant post-processing, but also allow for DB pushdown for query optimization.  Also a quick view of the new larger download progress.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-07-28 Cache Preview,https://www.youtube.com/watch?v=kCe_pMu4REY,kCe_pMu4REY,2025-01-30,06:31,391,19,0,Some development in our backend caching layer.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-18 Announcements,https://www.youtube.com/watch?v=cvFQ-bUkK0Y,cvFQ-bUkK0Y,2025-01-30,02:21,141,5,0,A quick admin add to allow omnipresent [ahem] alert banners in the app.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-11 Vis Mapper,https://www.youtube.com/watch?v=YUIfBBzcwv4,YUIfBBzcwv4,2025-01-30,06:21,381,19,0,The final touches are coming together on a massive improvement to visualization building in Omni via flexible mapping from the data table.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-18 KPIs,https://www.youtube.com/watch?v=Xel1RjhNa9g,Xel1RjhNa9g,2025-01-30,02:35,155,25,0,"A look at KPIs that are flexible enough to explain themselves, with plenty of simple config that makes it easy for anyone to build.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-11 Better Large Datasets,https://www.youtube.com/watch?v=OdiCwvXTU4o,OdiCwvXTU4o,2025-01-30,03:03,183,15,0,Some new work around better handling large data sets in Omni.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-11 Single Value Cards,https://www.youtube.com/watch?v=9GPce_hTABc,9GPce_hTABc,2025-01-30,03:55,235,21,0,"Richard shows some early work to turn single value cards from simple, non-configurable numbers to rich mini dashboards.  One of the pieces that will make dashboards meaningfully richer.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-18 Pivot Calcs,https://www.youtube.com/watch?v=94bZCrPON-U,94bZCrPON-U,2025-01-30,03:48,228,28,0,"Some bonus functionality to allow running totals, percent of totals, and changes across pivots (not just down columns).  Also a quick look at more easily including views in a topic from the workbook.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-11 Email Tracking,https://www.youtube.com/watch?v=A10xqARQXBg,A10xqARQXBg,2025-01-30,03:48,228,25,0,Corey walks through some new logging to understand email deliverability for future reporting.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-25 Polishing Calcs and Join Modal,https://www.youtube.com/watch?v=x0_PFkdDODk,x0_PFkdDODk,2025-01-30,01:14,74,25,0,Jared highlights some polish to clarify table calculations and a UX brush up on the join modal.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-25 Scheduler Admin,https://www.youtube.com/watch?v=brNqITiKSW4,brNqITiKSW4,2025-01-30,02:30,150,4,0,Some work to improve administration and maintenance of scheduled dashboards in Omni.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-18 Better Drill,https://www.youtube.com/watch?v=axEMJUcHTLY,axEMJUcHTLY,2025-01-30,01:32,92,77,0,Elliot shows off some improvement to make drill down more accessible.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-25 Dashboard Admin Improvements,https://www.youtube.com/watch?v=akqT7NUtPXM,akqT7NUtPXM,2025-01-30,00:50,50,21,0,"Alisa shows some work to improve dashboard editing, meaning less resize juggling when moving tiles around.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-25 Embedded Dashboards,https://www.youtube.com/watch?v=SWg_CRk3JlQ,SWg_CRk3JlQ,2025-01-30,04:28,268,22,0,"Nate shows a first cut of embedding in Omni, including the mobile embedded experience.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-25 Access Filters Launch,https://www.youtube.com/watch?v=LqK2uhN03TY,LqK2uhN03TY,2025-01-30,00:58,58,33,0,"A quick look at the end to end experience of curating row-level access, including some discussion around configuration for super users.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-25 Better Dates and SQL Table Config,https://www.youtube.com/watch?v=FsgssyurQHg,FsgssyurQHg,2025-01-30,01:42,102,26,0,"Jamie gives a quick look at better timeframe toggling (date-to-week and back), and our first cut at more function reporting with SQL objects (to start, renaming; with pieces like sort and calculation coming soon).",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-25 Better SQL Experience,https://www.youtube.com/watch?v=C1hp_tMOK4E,C1hp_tMOK4E,2025-01-30,03:04,184,92,0,Luke gives a first look at our rework of the SQL experience to offer more distinction between SQL mode and modeled querying.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-25 Beautiful KPIs and Dashboards,https://www.youtube.com/watch?v=AbHSarPgnGA,AbHSarPgnGA,2025-01-30,03:37,217,99,1,"Arielle gives us the latest look at KPI cards and how they can compose into beautiful, flexible dashboards.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-08-25 Themes,https://www.youtube.com/watch?v=-fn1ADc-66U,-fn1ADc-66U,2025-01-30,01:28,88,31,0,"Dark and light mode were so popular we gave them a dedicated UX treatment, including a first cut of in-app themes to splash a little color through the app.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-08 App Error Cleanup,https://www.youtube.com/watch?v=ixTH2xEUplM,ixTH2xEUplM,2025-01-30,01:45,105,3,0,Chris details a quick fix to stamp out some persistent application errors we had been seeing.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-01 Table Calculation First Look,https://www.youtube.com/watch?v=wSlYYndC7Ko,wSlYYndC7Ko,2025-01-30,07:24,444,19,0,"Richard shows us a very early prototype of query post-processing calculations.  Lots to build, but some epic inspiration for making the experience more accessible for any user.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-08 SQL Experience,https://www.youtube.com/watch?v=qsjLbWeD8cU,qsjLbWeD8cU,2025-01-30,02:43,163,18,0,"We're getting close to the release of our overhauled SQL experience, and take a final look at the UX.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-08 Calculations Polish,https://www.youtube.com/watch?v=ipiA5whni20,ipiA5whni20,2025-01-30,01:24,84,1,0,Sarah covers some quick polish to make calculations more clear throughout the app.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-01 Query Portability,https://www.youtube.com/watch?v=grjIQOradQs,grjIQOradQs,2025-01-30,06:05,365,6,0,"Eli shows off some new functionality to move queries across workbooks, including any workbook data models with ad hoc fields.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
"2023-09-08 SQL Vis, Autocomplete, URLs",https://www.youtube.com/watch?v=TD_lObVF2J8,TD_lObVF2J8,2025-01-30,07:49,469,4,0,"Nate covers a grab back of improvements to SQL visualization, autocomplete, and URLs (0_0).",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-01 Dashboard Permission Helpers,https://www.youtube.com/watch?v=QILWOIvYGc4,QILWOIvYGc4,2025-01-30,01:44,104,3,0,Chris demos some new UI to help understand other users' experience on dashboards.  This explains why specific users may be blocked from viewing queries results due to content or model permissions.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
20230-09-01 Better Scheduling,https://www.youtube.com/watch?v=NfED4-8B17I,NfED4-8B17I,2025-01-30,03:21,201,8,0,Corey demos lots of new functionality for the scheduler - inline images (rather than just attaching PDFs); scheduled job administration to manage volume or hanging queries; and link-only scheduling for securing content.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-08 Design Brush Up,https://www.youtube.com/watch?v=GDO46iVCIXw,GDO46iVCIXw,2025-01-30,02:54,174,3,0,"Jared covers some layout improvements to the young content validation experience for fixing broken content when data changes, as well as some early work on dashboard theming hooks, and some other design odds and ends.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-01 Content and Model Maintenance,https://www.youtube.com/watch?v=Eve17rQ7R6s,Eve17rQ7R6s,2025-01-30,01:43,103,5,0,"A very early look at our hidden endpoint to ensure database or model changes do not break existing content, including workflows to bulk update references to invalid fields or tables.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-22 Omni Browser Extension,https://www.youtube.com/watch?v=uTW29eDSMyo,uTW29eDSMyo,2025-01-30,02:45,165,139,0,"Our PM lead Arielle drops some magic with the new Omni browser extension.  Inline dashboard browser, using our new embedded framework (check out the speed).  Plus a bonus browser homepage experience to put data into folks hands more passively.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-22 SQL UX,https://www.youtube.com/watch?v=qh1ZfmjwoL4,qh1ZfmjwoL4,2025-01-30,04:02,242,43,0,The final cut of our new SQL experience - clearer transitions from UI to SQL and lots of UI helps to move back and forth.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-18 Vis Config Overhaul,https://www.youtube.com/watch?v=csDCdnvzNbw,csDCdnvzNbw,2025-01-30,01:54,114,14,0,Some new organization of nested visualization controls for series and axes.  Making it easier and faster to build richer charts.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-18 Dashboard Layout,https://www.youtube.com/watch?v=auAh3My5lPg,auAh3My5lPg,2025-01-30,05:09,309,34,0,"The goal is out of the box reporting dashboards that don't need to be rebuilt from scratch to match the look and feel of a parent application.

Here we show off higher density dashboards, title controls, and tile transparency.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-18 SAML,https://www.youtube.com/watch?v=aKSkQfNA4fQ,aKSkQfNA4fQ,2025-01-30,02:40,160,14,0,A first view at SAML connectivity in Omni to auto-provision and auto-permission users in the app.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-18 More Scheduler Flexibility,https://www.youtube.com/watch?v=YCuVBHfPHv4,YCuVBHfPHv4,2025-01-30,00:53,53,5,0,"Some quick improvements that make daily, weekly, monthly scheduling a breeze.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-18 Table Visualizations,https://www.youtube.com/watch?v=Tw3qeXmDCvU,Tw3qeXmDCvU,2025-01-30,02:18,138,13,0,"A first cut of in-line table visualizations that make comparing rows of text 10x easier, faster, and more appealing visually.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-22 Dashboard Filters,https://www.youtube.com/watch?v=DwVYHdV87NM,DwVYHdV87NM,2025-01-30,01:21,81,34,0,Some improvements to default behavior and filter mapping UX on Omni dashboards.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-18 dbt Lineage,https://www.youtube.com/watch?v=7Ihw_BjCqCg,7Ihw_BjCqCg,2025-01-30,04:31,271,55,0,"Continuing to bring more and more dbt metadata into Omni.  Here we layer lineage alongside a given database view, allowing faster understanding of dependencies and construction for data in Omni.",,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-22 Quick Calcs,https://www.youtube.com/watch?v=54wlybnqAKA,54wlybnqAKA,2025-01-30,02:10,130,16,0,A quick look at new instant calculations for non-technical users.,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
2023-09-29 Workbook IDE,https://www.youtube.com/watch?v=yCak6BEEBnw,yCak6BEEBnw,2025-01-30,00:40,40,10,0,Design touch-ups for the workbook model experience,,,Omni Analytics,UC1y1XIm2RcLVhm_TtoxkpTQ,❌ Error extracting transcript: type object 'YouTubeTranscriptApi' has no attribute 'list_transcripts'
